Date,Groupe,Passage,Clarté de la définition,Pertinence de l’exemple choisi, Lisibilité du pseudo code,Qualité du support,Qualité du discours oral,Motivation de la stratégie,Remarque libre
02/02/2021 14:13:51,7,1,6,6,6,6,6,6,
02/02/2021 14:13:54,7,1,6,6,5,5,6,5,
02/02/2021 14:13:54,7,1,5,6,5,6,6,5,
02/02/2021 14:13:59,7,1,6,6,6,6,6,6,
02/02/2021 14:14:01,7,1,6,6,6,6,6,6,"Bon exemple.
Belle présentation.
De plus, comblons les ""1"" qui apparaissent avant même que la présentation ne commence."
02/02/2021 14:14:04,7,1,6,6,6,6,6,6,
02/02/2021 14:14:06,7,1,6,6,6,6,6,6,
02/02/2021 14:14:06,7,1,4,4,5,4,4,4,
02/02/2021 14:14:07,7,1,5,5,5,3,5,5,
02/02/2021 14:14:08,7,1,6,6,6,6,6,6,
02/02/2021 14:14:14,7,1,5,6,4,5,5,5,
02/02/2021 14:15:09,7,1,6,6,6,6,6,6,
02/02/2021 14:16:19,7,1,6,6,6,6,6,6,"nan mais y en a marre qu'il soit trop fort (agnagna je suis pas premier de la promo qu'il me sort, vous y croyez ? XD) "
02/02/2021 14:17:49,7,1,6,6,6,6,6,6,
02/02/2021 14:19:25,7,1,5,5,5,5,5,5,
02/02/2021 14:19:38,7,1,6,6,6,6,6,6,
02/02/2021 14:32:39,7,1,5,5,6,5,6,6,
02/02/2021 14:55:41,7,1,3,4,5,4,3,3,
02/02/2021 14:15:31,8,1,5,2,1,2,3,3,
02/02/2021 14:17:16,8,1,3,3,3,3,3,3,
02/02/2021 14:17:35,8,1,3,3,3,3,3,3,
02/02/2021 14:17:56,8,1,5,4,5,3,4,5,
02/02/2021 14:18:08,8,1,6,6,6,6,6,6,"Belle passdé à Yasmina , mouvement propre"
02/02/2021 14:19:04,8,1,4,6,5,5,5,5,
02/02/2021 14:19:06,8,1,6,6,5,5,6,5,"Quelle voix, quel homme, quelle présentation <3"
02/02/2021 14:19:10,8,1,6,6,6,5,6,6,
02/02/2021 14:19:11,8,1,6,6,4,5,6,3,
02/02/2021 14:19:11,8,1,6,6,6,5,6,6,
02/02/2021 14:19:15,8,1,6,6,6,6,6,6,"Clair, net et précis. Good Job Melvinou"
02/02/2021 14:19:34,8,1,6,6,6,6,6,6,C fou se mek é trau for pour nous !!! un zénie deux son si aicle ... si gné leu brau
02/02/2021 14:19:34,8,1,4,4,5,5,4,5,
02/02/2021 14:19:35,8,1,5,6,5,5,5,5,
02/02/2021 14:19:37,8,1,5,4,5,5,4,4,
02/02/2021 14:19:41,8,1,6,6,6,6,6,6,
02/02/2021 14:19:47,8,1,5,5,5,5,5,5,niquel bro ;)
02/02/2021 14:19:50,8,1,4,4,4,5,5,4,
02/02/2021 14:19:56,8,1,6,6,6,6,6,6,
02/02/2021 14:19:57,8,1,6,6,6,6,6,6,"Très clair et très compréhensible, Melvin président !!"
02/02/2021 14:19:57,8,1,4,3,2,2,3,2,
02/02/2021 14:20:00,8,1,4,3,4,4,4,3,
02/02/2021 14:20:00,8,1,6,6,6,6,6,6,
02/02/2021 14:20:01,8,1,3,3,3,3,3,3,
02/02/2021 14:20:13,8,1,6,6,6,6,6,6,
02/02/2021 14:20:54,8,1,6,6,6,6,6,6,Excellent.
02/02/2021 14:21:26,8,1,4,6,4,4,5,5,
02/02/2021 14:21:27,8,1,6,5,5,6,6,5,
02/02/2021 14:22:23,8,1,5,5,6,6,6,5,
02/02/2021 14:33:22,8,1,6,6,5,6,5,6,
02/02/2021 14:56:12,8,1,6,5,4,3,2,1,
02/02/2021 15:03:37,8,1,6,6,6,6,6,6,
02/02/2021 14:20:53,9,1,6,6,6,6,6,6,
02/02/2021 14:21:07,9,1,5,5,5,5,5,5,
02/02/2021 14:21:15,9,1,6,6,6,6,6,6,
02/02/2021 14:21:18,9,1,3,3,3,3,3,3,
02/02/2021 14:21:21,9,1,3,3,3,3,3,3,
02/02/2021 14:21:52,9,1,6,6,5,6,6,6,
02/02/2021 14:21:54,9,1,4,5,5,4,3,3,
02/02/2021 14:21:57,9,1,4,3,2,5,5,4,
02/02/2021 14:22:03,9,1,3,3,3,4,3,3,
02/02/2021 14:22:05,9,1,6,6,6,6,6,6,
02/02/2021 14:22:11,9,1,6,6,6,6,6,6,
02/02/2021 14:22:08,9,1,4,5,4,5,4,5,
02/02/2021 14:22:13,9,1,6,6,6,6,6,6,
02/02/2021 14:22:20,9,1,6,6,6,6,6,6,Belle présentation
02/02/2021 14:22:30,9,1,5,4,4,4,4,4,
02/02/2021 14:22:35,9,1,4,6,3,6,5,5,
02/02/2021 14:22:37,9,1,6,5,5,5,5,6,
02/02/2021 14:22:40,9,1,5,5,5,5,5,5,
02/02/2021 14:22:40,9,1,5,5,5,5,5,5,
02/02/2021 14:22:52,9,1,5,6,5,5,5,4,
02/02/2021 14:22:59,9,1,6,5,4,5,6,4,
02/02/2021 14:23:07,9,1,5,6,5,6,5,5,
02/02/2021 14:23:11,9,1,5,5,5,4,4,4,
02/02/2021 14:23:22,9,1,5,5,6,6,6,5,
02/02/2021 14:23:30,9,1,5,5,4,5,6,4,
02/02/2021 14:23:33,9,1,5,4,5,6,5,6,
02/02/2021 14:25:19,9,1,4,5,4,6,6,5,
02/02/2021 14:25:37,9,1,4,3,2,3,3,4,
02/02/2021 14:27:51,9,1,6,6,6,6,6,6,
02/02/2021 14:34:42,9,1,5,5,6,6,6,6,
02/02/2021 14:56:40,9,1,4,3,5,2,6,1,
02/02/2021 15:03:50,9,1,6,6,6,6,6,6,
02/02/2021 14:30:43,1,2,5,5,6,4,6,5,
02/02/2021 14:30:59,1,2,6,6,6,6,6,5,
02/02/2021 14:31:13,1,2,3,2,3,4,3,2,
02/02/2021 14:31:18,1,2,5,5,5,5,5,5,
02/02/2021 14:31:27,1,2,4,5,4,5,4,5,
02/02/2021 14:31:33,1,2,3,3,3,4,2,4,
02/02/2021 14:31:33,1,2,5,5,5,5,5,5,
02/02/2021 14:31:38,1,2,3,3,3,3,3,3,
02/02/2021 14:31:41,1,2,5,6,5,5,4,4,
02/02/2021 14:31:43,1,2,6,5,5,6,4,5,
02/02/2021 14:31:48,1,2,6,6,6,6,6,6,
02/02/2021 14:31:50,1,2,4,5,6,5,6,5,
02/02/2021 14:31:58,1,2,5,5,5,5,6,5,
02/02/2021 14:31:59,1,2,6,6,6,6,6,6,GG Léo!! :) (issou)
02/02/2021 14:31:59,1,2,6,6,6,6,5,4,leo bg
02/02/2021 14:32:02,1,2,5,4,3,2,3,4,
02/02/2021 14:32:14,1,2,3,4,3,3,3,2,
02/02/2021 14:32:15,1,2,6,6,6,6,6,6,Simple & efficace
02/02/2021 14:32:26,1,2,6,6,6,6,6,6,
02/02/2021 14:32:32,1,2,6,6,6,6,6,6,
02/02/2021 14:32:36,1,2,6,6,5,6,6,5,
02/02/2021 14:32:47,1,2,4,4,4,3,3,4,
02/02/2021 14:33:16,1,2,5,5,6,5,5,5,
02/02/2021 14:34:15,1,2,4,4,4,4,4,4,
02/02/2021 14:34:45,1,2,6,6,6,6,6,6,
02/02/2021 14:38:53,1,2,5,5,6,5,5,4,
02/02/2021 14:44:17,1,2,6,6,6,6,6,6,
02/02/2021 14:32:48,2,2,6,6,6,6,6,6,
02/02/2021 14:32:58,2,2,4,4,4,4,4,4,
02/02/2021 14:33:18,2,2,6,6,6,6,6,6,
02/02/2021 14:33:21,2,2,6,6,6,6,6,6,
02/02/2021 14:33:36,2,2,4,5,4,5,4,3,
02/02/2021 14:33:40,2,2,2,3,3,3,2,2,
02/02/2021 14:33:52,2,2,6,6,5,6,5,5,
02/02/2021 14:33:54,2,2,5,6,5,5,5,4,
02/02/2021 14:33:54,2,2,5,6,5,5,6,6,
02/02/2021 14:33:54,2,2,4,4,4,4,4,3,
02/02/2021 14:34:00,2,2,6,6,6,6,6,6,
02/02/2021 14:34:01,2,2,4,3,4,3,3,3,
02/02/2021 14:34:02,2,2,5,6,5,5,3,5,
02/02/2021 14:34:03,2,2,6,6,6,6,6,6,
02/02/2021 14:34:07,2,2,4,3,4,4,3,3,
02/02/2021 14:34:11,2,2,6,6,6,6,5,5,
02/02/2021 14:34:11,2,2,6,5,5,4,5,6,
02/02/2021 14:34:16,2,2,6,6,6,6,6,6,"Belle méthode
Facile à comprendre -> Bonnes explications"
02/02/2021 14:34:16,2,2,6,6,4,5,5,4,
02/02/2021 14:34:18,2,2,6,5,5,5,5,5,
02/02/2021 14:34:29,2,2,3,2,4,3,4,2,
02/02/2021 14:34:46,2,2,6,5,5,6,5,5,
02/02/2021 14:34:51,2,2,5,5,4,5,3,6,
02/02/2021 14:34:52,2,2,5,4,5,5,4,5,
02/02/2021 14:34:58,2,2,6,6,6,6,6,6,
02/02/2021 14:35:32,2,2,6,5,4,5,6,5,
02/02/2021 14:38:47,2,2,5,5,5,5,5,5,
02/02/2021 14:40:41,2,2,4,5,3,5,5,5,
02/02/2021 15:01:20,2,2,5,6,5,5,6,6,
02/02/2021 14:33:39,3,2,3,3,2,4,3,3,
02/02/2021 14:34:53,3,2,6,6,6,6,6,6,
02/02/2021 14:35:14,3,2,6,5,5,6,4,4,
02/02/2021 14:35:46,3,2,6,5,6,5,6,5,
02/02/2021 14:36:09,3,2,3,3,1,1,3,1,
02/02/2021 14:36:44,3,2,5,5,4,5,6,5,
02/02/2021 14:36:48,3,2,4,5,6,5,5,4,
02/02/2021 14:36:51,3,2,5,5,6,6,4,4,
02/02/2021 14:36:53,3,2,4,4,5,4,4,3,
02/02/2021 14:36:54,3,2,4,5,4,5,4,3,
02/02/2021 14:37:00,3,2,6,6,6,6,6,6,
02/02/2021 14:37:02,3,2,5,4,5,4,5,4,
02/02/2021 14:37:02,3,2,6,5,5,4,6,4,
02/02/2021 14:37:04,3,2,4,4,4,4,4,4,
02/02/2021 14:37:05,3,2,4,5,4,4,3,5,
02/02/2021 14:37:08,3,2,5,6,5,5,4,6,
02/02/2021 14:37:19,3,2,4,4,5,5,4,5,
02/02/2021 14:37:56,3,2,5,5,3,5,3,3,
02/02/2021 14:37:58,3,2,6,5,5,6,5,4,Présentation claire.
02/02/2021 14:38:01,3,2,4,3,4,4,5,4,
02/02/2021 14:38:04,3,2,5,4,5,4,4,4,
02/02/2021 14:38:09,3,2,6,6,5,5,6,6,
02/02/2021 14:38:16,3,2,6,6,6,6,6,6,
02/02/2021 14:38:18,3,2,5,5,5,5,5,5,
02/02/2021 14:38:53,3,2,4,3,2,3,4,4,
02/02/2021 14:39:28,3,2,6,6,6,6,6,6,
02/02/2021 14:41:25,3,2,6,6,4,5,4,5,
02/02/2021 15:04:46,3,2,3,3,2,3,3,3,
02/02/2021 14:36:22,4,2,4,5,3,4,4,4,
02/02/2021 14:40:04,4,2,6,5,6,6,5,6,
02/02/2021 14:40:41,4,2,6,5,5,5,6,4,
02/02/2021 14:40:45,4,2,6,6,6,5,6,6,
02/02/2021 14:40:46,4,2,5,6,6,5,4,6,
02/02/2021 14:40:47,4,2,5,6,5,6,5,6,
02/02/2021 14:40:51,4,2,6,6,6,6,6,6,
02/02/2021 14:40:52,4,2,5,4,6,6,4,4,
02/02/2021 14:40:53,4,2,6,6,6,5,6,5,
02/02/2021 14:40:54,4,2,6,6,6,6,6,6,
02/02/2021 14:40:59,4,2,3,3,3,4,3,3,
02/02/2021 14:40:59,4,2,6,5,4,6,4,5,
02/02/2021 14:41:02,4,2,5,5,4,5,5,5,
02/02/2021 14:41:05,4,2,6,4,6,6,6,4,
02/02/2021 14:41:32,4,2,4,4,4,4,4,4,
02/02/2021 14:41:33,4,2,5,5,5,3,5,4,"méthode claire, mais la stratégie ne donne pas envie"
02/02/2021 14:41:38,4,2,4,3,4,3,4,4,
02/02/2021 14:41:47,4,2,4,3,4,3,3,2,
02/02/2021 14:41:53,4,2,6,6,6,6,6,6,
02/02/2021 14:41:54,4,2,3,3,3,3,3,3,
02/02/2021 14:41:55,4,2,5,5,4,3,5,4,Tiens Thibault il est vieux en fait
02/02/2021 14:42:00,4,2,4,4,4,4,4,4,
02/02/2021 14:42:00,4,2,4,4,4,3,4,4,
02/02/2021 14:42:02,4,2,3,3,3,3,3,3,
02/02/2021 14:42:57,4,2,6,6,6,6,6,6,
02/02/2021 14:43:22,4,2,5,4,5,5,6,5,
02/02/2021 14:43:29,4,2,5,4,4,5,5,5,
02/02/2021 14:44:07,4,2,6,6,6,6,6,6,
02/02/2021 15:03:37,4,2,6,4,5,6,5,5,
02/02/2021 15:05:46,4,2,4,4,4,4,4,3,
02/02/2021 14:37:01,5,2,3,3,4,3,4,3,
02/02/2021 14:43:15,5,2,6,6,6,6,6,6,
02/02/2021 14:45:35,5,2,6,6,6,6,5,6,
02/02/2021 14:45:49,5,2,6,4,3,4,5,4,Impression de déjà-vu..
02/02/2021 14:46:21,5,2,6,6,5,5,6,6,
02/02/2021 14:46:27,5,2,4,4,4,3,3,3,
02/02/2021 14:46:30,5,2,3,3,4,3,3,2,
02/02/2021 14:46:31,5,2,2,6,5,4,3,5,
02/02/2021 14:46:33,5,2,1,4,5,3,3,3,
02/02/2021 14:46:34,5,2,6,6,5,5,6,5,
02/02/2021 14:46:34,5,2,6,5,5,5,6,4,Exemples clairs
02/02/2021 14:46:35,5,2,5,6,5,5,5,6,
02/02/2021 14:46:35,5,2,5,6,3,6,5,3,
02/02/2021 14:46:38,5,2,6,6,6,6,6,6,
02/02/2021 14:46:39,5,2,6,6,6,5,5,5,
02/02/2021 14:46:42,5,2,6,5,4,4,6,5,
02/02/2021 14:46:43,5,2,6,6,6,6,6,6,
02/02/2021 14:46:44,5,2,4,4,5,5,4,4,
02/02/2021 14:46:46,5,2,4,3,4,3,3,3,
02/02/2021 14:46:46,5,2,6,6,5,5,5,6,
02/02/2021 14:46:47,5,2,6,6,5,6,6,5,
02/02/2021 14:46:48,5,2,6,6,6,6,6,6,
02/02/2021 14:46:50,5,2,4,5,5,5,4,3,
02/02/2021 14:47:27,5,2,4,3,5,4,5,4,
02/02/2021 14:47:40,5,2,6,6,6,6,6,6,
02/02/2021 14:48:06,5,2,6,6,6,6,6,6,"A  mour pour toujours
U  nis pour la vie
R  ien ne pourras m'empécher de t'aimer
E  t personne ne pourras t'égaler
L  e plus beau couple du monde
I  mpossible de te résister
E  nsemble pour toujours,je l'éspere
N  e penser qu'a toi toute la jounée,c'est ce que je fait."
02/02/2021 14:48:28,5,2,6,6,6,6,6,6,Bon choix des exemples présentés !
02/02/2021 15:04:23,5,2,6,6,6,6,6,6,
02/02/2021 15:06:49,5,2,6,6,6,6,5,6,
02/02/2021 14:48:34,6,2,6,6,6,6,6,6,Originalité.
02/02/2021 14:48:53,6,2,5,4,4,3,4,3,
02/02/2021 14:48:55,6,2,6,6,6,6,6,6,Il manque une donnée ? Alors je supprime tout. Ca me plaît.
02/02/2021 14:48:58,6,2,6,5,5,6,5,5,Bg Nathan (issou) 
02/02/2021 14:48:59,6,2,4,5,6,4,4,5,
02/02/2021 14:49:02,6,2,2,1,3,1,4,3,
02/02/2021 14:49:09,6,2,5,6,5,4,6,5,
02/02/2021 14:49:09,6,2,6,6,6,6,6,6,
02/02/2021 14:49:09,6,2,5,4,5,5,5,5,
02/02/2021 14:49:10,6,2,5,5,5,5,5,5,
02/02/2021 14:49:12,6,2,5,5,6,5,5,5,
02/02/2021 14:49:16,6,2,4,2,4,2,3,2,
02/02/2021 14:49:20,6,2,6,6,6,6,6,5,
02/02/2021 14:49:36,6,2,6,6,6,6,6,6,
02/02/2021 14:49:37,6,2,4,4,4,3,3,3,
02/02/2021 14:49:39,6,2,6,6,6,6,6,6,
02/02/2021 14:49:42,6,2,5,6,4,3,6,6,
02/02/2021 14:49:45,6,2,6,6,6,6,6,6,
02/02/2021 14:50:08,6,2,4,3,3,2,4,3,
02/02/2021 14:50:18,6,2,6,6,6,6,6,6,BG comme toujours ;)
02/02/2021 14:50:42,6,2,6,5,5,5,6,5,
02/02/2021 14:50:42,6,2,6,6,6,6,6,6,
02/02/2021 14:51:07,6,2,5,6,5,4,5,1,
02/02/2021 14:51:07,6,2,6,6,6,6,6,6,
02/02/2021 15:04:12,6,2,6,6,6,6,6,6,
02/02/2021 15:08:28,6,2,5,5,5,3,4,5,
02/02/2021 14:51:31,7,2,6,6,6,6,6,6,
02/02/2021 14:52:21,7,2,6,6,6,6,6,6,Parfait ça
02/02/2021 14:52:33,7,2,6,5,5,6,5,5,
02/02/2021 14:52:36,7,2,3,3,3,3,4,3,
02/02/2021 14:52:37,7,2,6,6,6,6,6,6,"Mathématiques et concret , que dire de plus ? "
02/02/2021 14:52:40,7,2,5,6,5,4,5,3,
02/02/2021 14:52:45,7,2,5,4,5,4,4,5,
02/02/2021 14:52:40,7,2,3,3,4,2,3,2,
02/02/2021 14:52:44,7,2,4,4,4,4,4,4,
02/02/2021 14:52:50,7,2,5,5,5,4,5,4,
02/02/2021 14:52:52,7,2,5,5,6,4,4,4,
02/02/2021 14:52:59,7,2,3,4,3,2,3,3,
02/02/2021 14:53:00,7,2,5,4,6,6,4,6,
02/02/2021 14:53:00,7,2,6,6,6,6,6,6,
02/02/2021 14:53:04,7,2,4,6,5,6,4,5,
02/02/2021 14:53:05,7,2,5,5,5,5,5,5,
02/02/2021 14:53:14,7,2,5,5,5,5,5,5,
02/02/2021 14:53:16,7,2,5,6,5,6,5,6,
02/02/2021 14:53:20,7,2,5,4,5,4,4,3,
02/02/2021 14:53:34,7,2,5,6,6,6,5,5,
02/02/2021 14:53:41,7,2,5,5,5,5,4,4,
02/02/2021 14:53:42,7,2,5,6,5,6,6,6,
02/02/2021 14:53:50,7,2,5,5,5,4,5,4,
02/02/2021 14:53:59,7,2,6,5,6,6,5,5,
02/02/2021 14:54:23,7,2,4,5,4,5,4,5,
02/02/2021 15:04:05,7,2,6,6,5,6,5,4,
02/02/2021 15:09:38,7,2,3,4,3,3,3,4,
02/02/2021 14:53:47,8,2,5,4,6,5,6,4,
02/02/2021 14:54:43,8,2,5,4,6,5,4,5,
02/02/2021 14:55:58,8,2,6,6,6,6,6,6,
02/02/2021 14:56:16,8,2,6,6,6,6,6,6,
02/02/2021 14:57:10,8,2,5,5,4,4,6,5,
02/02/2021 14:57:12,8,2,4,5,1,3,4,6,
02/02/2021 14:57:26,8,2,4,4,4,4,5,4,
02/02/2021 14:57:36,8,2,5,6,4,5,6,6,Du coup je sais toujours pas si c'est Antoine ou Alexis
02/02/2021 14:57:42,8,2,5,6,4,4,5,3,
02/02/2021 14:57:43,8,2,6,6,6,6,6,6,
02/02/2021 14:57:49,8,2,6,5,4,6,4,5,
02/02/2021 14:57:50,8,2,4,4,3,4,4,4,
02/02/2021 14:57:50,8,2,5,5,5,5,5,5,
02/02/2021 14:57:50,8,2,6,6,4,6,6,4,
02/02/2021 14:57:55,8,2,4,4,5,3,4,4,
02/02/2021 14:57:56,8,2,6,5,5,6,5,4,
02/02/2021 14:57:58,8,2,6,6,5,5,6,5,t bo 
02/02/2021 14:58:00,8,2,5,5,4,5,5,4,
02/02/2021 14:58:04,8,2,6,6,6,6,6,6,
02/02/2021 14:58:04,8,2,3,4,3,3,5,3,
02/02/2021 14:58:04,8,2,4,5,5,4,3,5,
02/02/2021 14:58:08,8,2,5,6,5,5,5,4,super les vecteurs
02/02/2021 14:58:10,8,2,3,4,3,4,3,4,
02/02/2021 14:58:10,8,2,6,6,6,6,6,6,"Clair, précis. Incroyable. Je fus suspendu au moindre de tes mots. Nan sérieusement, c'était super !!! <3"
02/02/2021 14:58:14,8,2,6,6,6,6,6,6,
02/02/2021 14:58:20,8,2,6,6,6,6,6,6,Superbe présentation ! Clair et efficace !
02/02/2021 14:58:22,8,2,2,3,2,4,2,2,
02/02/2021 14:59:18,8,2,6,6,5,5,6,5,J'aime bien
02/02/2021 15:03:56,8,2,5,6,6,4,6,4,
02/02/2021 15:10:26,8,2,6,6,4,6,6,6,
02/02/2021 14:53:59,9,2,5,6,4,5,4,6,
02/02/2021 14:56:17,9,2,6,6,6,6,6,6,
02/02/2021 15:01:03,9,2,5,6,3,6,6,5,
02/02/2021 15:01:09,9,2,6,6,6,6,6,6,
02/02/2021 15:02:11,9,2,5,5,4,4,5,4,
02/02/2021 15:02:12,9,2,4,6,3,5,5,3,
02/02/2021 15:02:15,9,2,4,5,5,5,6,4,
02/02/2021 15:02:22,9,2,5,6,6,5,6,6,
02/02/2021 15:02:24,9,2,6,6,5,5,6,6,
02/02/2021 15:02:33,9,2,6,5,6,5,6,5,
02/02/2021 15:02:39,9,2,3,2,2,3,2,3,
02/02/2021 15:02:41,9,2,5,6,2,6,5,5,
02/02/2021 15:02:41,9,2,5,6,3,5,6,5,
02/02/2021 15:02:43,9,2,6,5,5,6,6,6,gém sa
02/02/2021 15:03:01,9,2,6,5,6,6,6,6,
02/02/2021 15:03:07,9,2,5,5,5,5,5,5,
02/02/2021 15:03:14,9,2,4,5,5,4,3,3,
02/02/2021 15:03:17,9,2,5,5,5,5,5,4,
02/02/2021 15:03:17,9,2,5,4,5,6,5,6,
02/02/2021 15:03:26,9,2,6,6,6,6,6,6,
02/02/2021 15:03:33,9,2,4,4,4,4,4,4,
02/02/2021 15:03:47,9,2,6,6,5,5,6,3,